hs17,group,subgroup,description,ship type,hs92
481014,48,10,"Paper and paperboard: coated with kaolin or other inorganic substances, for printing/writing/graphics, having 10% or less by weight of total fibres got mechanical/chemi-mechanical process, sheets, sides 435mm or less by 297mm or less, unfolded,",container,481011
481019,48,10,"Paper and paperboard: coated with kaolin or other inorganic substances, for printing/writing/graphics, having 10% or less by weight of total fibres got by mechanical/chemi-mechanical process, sides exceeding 435mm and 297mm, unfolded, sheets",container,481011
481022,48,10,"Paper and paperboard: coated with kaolin or other inorganic substances only, having more than 10% of mechanical or chemi-mechanical processed fibres, for writing, printing or other graphic purposes, light-weight coated paper, in rolls or sheets",container,481021
481029,48,10,"Paper and paperboard: coated with kaolin or other inorganic substances only, having more than 10% of mechanically processed fibres, (excluding light-weight paper), for writing, printing or other graphic purposes, in rolls or sheets",container,481029
481031,48,10,"Kraft paper and paperboard: uniformly bleached throughout, coated with inorganic substances, more than 95% of chemically processed wood fibres, weight 150g/m2 or less, for non-graphic purposes, in rolls or sheets",container,481031
481032,48,10,"Kraft paper and paperboard: uniformly bleached throughout, coated with inorganic substances, more than 95% of chemically processed wood fibres, weight more than 150g/m2, for non-graphic purposes, in rolls or sheets",container,481032
481039,48,10,"Kraft paper and paperboard: coated with kaolin or other inorganic substances only, for non-graphic purposes, n.e.c. in item no. 4810.31 and 4810.32, in rolls or sheets",container,481039
481092,48,10,"Paper and paperboard: multi-ply, coated with kaolin or other inorganic substances only, for non-graphic purposes, n.e.c. in heading no. 4810, in rolls or sheets",container,481091
481099,48,10,"Paper and paperboard: coated with inorganic substances only, whether or not surface-coloured, surface-decorated or printed, n.e.c. in heading no. 4810, in rolls or sheets",container,481099
481110,48,11,"Paper and paperboard: tarred, bituminised or asphalted, in rolls or sheets, other than goods of heading no. 4803, 4809, or 4810",container,481110
481141,48,11,"Paper and paperboard: self-adhesive, in rolls or sheets, other than goods of heading no. 4803, 4809, or 4810",container,481121
481149,48,11,"Paper and paperboard: gummed or adhesive paper and paperboard (excluding self-adhesive), in rolls or sheets, other than goods of heading no. 4803, 4809, or 4810",container,481129
481151,48,11,"Paper and paperboard: coated, impregnated or covered with plastics (excluding adhesives), bleached, weighing more than 150g/m2, other than goods of heading no. 4803, 4809, or 4810",container,481131
481159,48,11,"Paper and paperboard: coated, impregnated or covered with plastics (excluding adhesives), other than bleached and weighing more than 150g/m2, other than goods of heading no. 4803, 4809, or 4810",container,481139
481160,48,11,"Paper and paperboard: coated or impregnated with wax, paraffin wax, stearin, oil or glycerol, other than goods of heading no. 4803, 4809, or 4810",container,481140
481190,48,11,"Paper, paperboard, cellulose wadding and webs of soft cellulose fibres: coated, impregnated, covered, surface-decorated or surface-coloured, n.e.c. in heading no. 4811, in rolls or sheets",container,481190
481200,48,12,"Paper pulp: filter blocks, slabs and plates of paper pulp",container,481200
481310,48,13,"Paper, cigarette: in the form of booklets or tubes",container,481310
481320,48,13,"Paper, cigarette: in rolls of a width not exceeding 5cm",container,481320
481390,48,13,"Paper, cigarette: (other than in rolls of a width not exceeding 5cm, or in booklets or tubes)",container,481390
481420,48,14,"Wallpaper and similar wall coverings: coated or covered on the face side, with a grained, embossed, coloured, design-printed or otherwise decorated layer of plastics",container,481420
481490,48,14,Wallpaper and similar wall coverings and window transparencies of paper: n.e.c. in heading 4814,container,481490
481620,48,16,"Paper: self-copy paper (other than those of heading no. 4809), whether or not put up in boxes",container,481620
481690,48,16,"Paper: carbon paper and other copying or transfer papers (other than those of heading no. 4809), n.e.c. in item no. 4816.20",container,481690
481710,48,17,Paper and paperboard: envelopes,container,481710
481720,48,17,"Paper and paperboard: letter cards, plain postcards and correspondence cards",container,481720
481730,48,17,"Paper and paperboard: boxes, pouches, wallets and writing compendiums containing an assortment of paper stationery",container,481730
481810,48,18,Paper articles: toilet paper,container,481810
481820,48,18,"Paper articles: handkerchiefs, cleansing or facial tissues and towels",container,481820
481830,48,18,"Paper articles: tablecloths and serviettes, of paper, cellulose wadding or fibres",container,481830
481850,48,18,"Paper articles: apparel and clothing accessories of paper, cellulose wadding or fibres",container,481850
481890,48,18,"Paper articles: articles of paper, cellulose wadding or fibres, n.e.c. in heading no. 4818",container,481890
481910,48,19,"Paper and paperboard: cartons, boxes and cases, of corrugated paper or paperboard",container,481910
481920,48,19,"Paper and paperboard: folding cartons, boxes and cases, of non-corrugated paper or paperboard",container,481920
481930,48,19,"Paper and paperboard: sacks and bags of paper, paperboard, cellulose wadding or fibres, having a base of a width of 40cm or more",container,481930
481940,48,19,"Paper and paperboard: sacks and bags, including cones, of paper, paperboard, cellulose wadding or fibres, having a base width less than 40cm",container,481940
481950,48,19,"Paper and paperboard: packing containers, including record sleeves, of paper, paperboard, cellulose wadding or fibres, n.e.c. in heading no. 4819",container,481950
481960,48,19,"Paper and paperboard: box files, letter trays, storage boxes and similar articles, used in offices, shops or the like of paper, paperboard, cellulose wadding or webs of cellulose fibres",container,481960
482010,48,20,"Paper and paperboard: registers, account books, note books, order books, receipt books, letter pads, memorandum pads, diaries and similar articles",container,482010
482020,48,20,Paper and paperboard: exercise books,container,482020
482030,48,20,"Paper and paperboard: binders, folders and file covers",container,482030
482040,48,20,Paper and paperboard: manifold business forms and interleaved carbon sets,container,482040
482050,48,20,Paper and paperboard: albums for samples or for collections,container,482050
482090,48,20,Paper or paperboard: stationery n.e.c. in heading no. 4820,container,482090
482110,48,21,"Paper and paperboard: labels or all kinds, printed",container,482110
482190,48,21,"Paper and paperboard: labels of all kinds, unprinted",container,482190
482210,48,22,"Paper pulp, paper or paperboard: bobbins, spools, cops and similar supports, of a kind used for winding textile yarn (whether or not perforated or hardened)",container,482210
482290,48,22,"Paper pulp, paper or paperboard: bobbins, spools, cops and similar supports, other than of a kind used for winding textile yarn (whether or not perforated or hardened)",container,482290
482320,48,23,Paper and paperboard: filter paper and paperboard,container,482320
482340,48,23,"Paper and paperboard: rolls, sheets and dials, printed for self-recording apparatus",container,482340
482361,48,23,"Paper and paperboard: trays, dishes, plates, cups and the like, of bamboo paper or paperboard",container,482360
482369,48,23,"Paper and paperboard: trays, dishes, plates, cups and the like, of paper or paperboard other than of bamboo",container,482360
482370,48,23,Paper pulp: moulded or pressed articles or paper pulp,container,482370
482390,48,23,"Paper pulp, paper, paperboard, cellulose wadding or webs of cellulose fibres: articles n.e.c. in heading no. 4823",container,482390
490110,49,1,"Printed matter: in single sheets, whether or not folded",container,490110
490191,49,1,"Printed matter: dictionaries, encyclopaedias and serial instalments thereof",container,490191
490199,49,1,"Printed matter: books, brochures, leaflets and similar printed matter n.e.c. in item no. 4901.10 or 4901.91",container,490199
490210,49,2,"Newspapers, journals and periodicals: whether or not illustrated or containing advertising material, appearing at least four times a week",container,490210
490290,49,2,"Newspapers, journals and periodicals: whether or not illustrated or containing advertising material, appearing less frequently than four times a week",container,490290
490300,49,3,"Printed matter: children's picture, drawing or colouring books",container,490300
490400,49,4,"Music: printed or in manuscript, whether or not bound or illustrated",container,490400
490510,49,5,Globes: printed,container,490510
490591,49,5,"Maps and hydrographic or similar charts: printed in book form, including atlases, topographical plans and similar",container,490591
490599,49,5,"Maps and hydrographic or similar charts: (printed other than in book form), including wall maps, topographical plans and similar",container,490599
490600,49,6,"Plans and drawings: for architectural, engineering, industrial, commercial, topographical or similar, being originals drawn by hand: hand-written texts: photo- graphic reproductions: their carbon copies",container,490600
490700,49,7,"Unused postage, revenue or similar stamps of current or new issue in the country in which they have, or will have, a recognised face value: stamp-impressed paper: cheque forms: banknotes, stock, share or bond certificates and the like of similar title",container,490700
490810,49,8,"Printed matter: transfers (decalcomanias), vitrifiable",container,490810
490890,49,8,"Printed matter: transfers (decalcomanias), other than vitrifiable",container,490890
490900,49,9,"Printed or illustrated postcards: printed cards bearing personal greetings, messages or announcements, whether or not illustrated, with or without envelopes or trimmings",container,490900
491000,49,10,"Calendars: printed, of any kind, including calendar blocks",container,491000
491110,49,11,"Printed matter: trade advertising material, commercial catalogues and the like",container,491110
491191,49,11,"Printed matter: pictures, designs and photographs, n.e.c. in item no. 4911.10",container,491191
491199,49,11,Printed matter: n.e.c. in heading no. 4911,container,491199
500100,50,1,Silk: silk-worm cocoons suitable for reeling,container,500100
500200,50,2,Silk: raw silk (not thrown),container,500200
500300,50,3,"Silk waste (including cocoons unsuitable for reeling, yarn waste and garnetted stock)",container,500390
500400,50,4,"Silk: yarn (other than yarn spun from silk waste), not put up for retail sale",container,500400
500500,50,5,"Silk: yarn spun from silk waste, not put up for retail sale",container,500500
500600,50,6,"Silk yarn and yarn spun from silk waste: put up for retail sale, and silk-worm gut",container,500600
500710,50,7,Silk: woven fabrics of noil silk,container,500710
500720,50,7,"Silk: woven fabrics, containing 85% or more by weight of silk or of silk waste other than noil silk",container,500720
500790,50,7,Silk: woven fabrics n.e.c. in heading no. 5007,container,500790
510111,51,1,"Wool: (not carded or combed), greasy (including fleece-washed wool), shorn",container,510111
510119,51,1,"Wool: (other than shorn), greasy (including fleece-washed wool), not carded or combed",container,510119
510121,51,1,"Wool: (not carded or combed), degreased, (not carbonised), shorn",container,510121
510129,51,1,"Wool: (not carded or combed), degreased, (not carbonised), (other than shorn)",container,510129
510130,51,1,"Wool: (not carded or combed), carbonised",container,510130
510211,51,2,"Hair: fine animal hair, not carded or combed, of kashmir (cashmere) goats",container,510210
510219,51,2,"Hair: fine animal hair, not carded or combed, other than of kashmir (cashmere) goats",container,510210
510220,51,2,"Hair: coarse animal hair, not carded or combed",container,510220
510310,51,3,"Wool and hair: noils of wool or of fine animal hair, including yarn waste, but excluding garnetted stock",container,510310
510320,51,3,"Wool and hair: waste of wool or of fine animal hair, including yarn waste, but excluding garnetted stock and noils of wool or of fine animal hair",container,510320
510330,51,3,"Wool and hair: waste of coarse animal hair, including yarn waste, but excluding garnetted stock",container,510330
510400,51,4,Wool and hair: garnetted stock of wool or of fine or coarse animal hair,container,510400
510510,51,5,Wool: carded,container,510510
510521,51,5,"Wool: wool tops and other combed wool, in fragments",container,510521
510529,51,5,"Wool: wool tops and other combed wool, other than in fragments",container,510529
510531,51,5,"Hair: fine animal hair, carded or combed, of kashmir (cashmere) goats",container,510530
510539,51,5,"Hair: fine animal hair, carded or combed, other than of kashmir (cashmere) goats",container,510530
510540,51,5,"Hair: coarse animal hair, carded or combed",container,510540
510610,51,6,"Yarn: of carded wool, containing 85% or more by weight of wool, not put up for retail sale",container,510610
510620,51,6,"Yarn: of carded wool, containing less than 85% by weight of wool, not put up for retail sale",container,510620
510710,51,7,"Yarn: of combed wool, containing 85% or more by weight of wool, not put up for retail sale",container,510710
510720,51,7,"Yarn: of combed wool, containing less than 85% by weight of wool, not put up for retail sale",container,510720
510810,51,8,"Yarn: of fine animal hair, carded, not put up for retail sale",container,510810
510820,51,8,"Yarn: of fine animal hair, combed, not put up for retail sale",container,510820
510910,51,9,"Yarn: of wool or of fine animal hair, containing 85% or more by weight of wool or fine animal hair, put up for retail sale",container,510910
510990,51,9,"Yarn: of wool or of fine animal hair, containing less than 85% by weight of wool or fine animal hair, put up for retail sale",container,510990
511000,51,10,"Yarn: of coarse animal hair or of horsehair (including gimped horsehair yarn), whether or not put up for retail sale",container,511000
511111,51,11,"Fabrics, woven: of carded wool or of carded fine animal hair, containing 85% or more by weight of wool or of fine animal hair, of a weight not exceeding 300g/m2",container,511111
511119,51,11,"Fabrics, woven: of carded wool or of carded fine animal hair, containing 85% or more by weight of wool or of fine animal hair, of a weight exceeding 300g/m2",container,511119
511120,51,11,"Fabrics, woven: of carded wool or carded fine animal hair, containing less than 85% by weight of wool or fine animal hair, mixed mainly or solely with man-made filaments",container,511120
511130,51,11,"Fabrics, woven: of carded wool or carded fine animal hair, containing less than 85% by weight of wool or fine animal hair, mixed mainly or solely with man-made staple fibres",container,511130
511190,51,11,"Fabrics, woven: of carded wool or carded fine animal hair, containing less than 85% by weight of wool or fine animal hair, mixed mainly or solely with fibres n.e.c. in heading no. 5111",container,511190
511211,51,12,"Fabrics, woven: of combed wool or combed fine animal hair, containing 85% or more by weight of wool or fine animal hair, of a weight not exceeding 200g/m2",container,511211
511219,51,12,"Fabrics, woven: of combed wool or combed fine animal hair, containing 85% or more by weight of wool or fine animal hair, of a weight exceeding 200g/m2",container,511219
511220,51,12,"Fabrics, woven: of combed wool or combed fine animal hair, containing less than 85% by weight of wool or fine animal hair, mixed mainly or solely with man-made filaments",container,511220
511230,51,12,"Fabrics, woven: of combed wool or combed fine animal hair, containing less than 85% by weight of wool or fine animal hair, mixed mainly or solely with man-made staple fibres",container,511230
511290,51,12,"Fabrics, woven: of combed wool or combed fine animal hair, containing less than 85% by weight of wool or fine animal hair, mixed mainly or solely with fibres n.e.c. in heading no. 5112",container,511290
511300,51,13,"Fabrics, woven: of coarse animal hair or of horsehair",container,511300
520100,52,1,Cotton: not carded or combed,bulk dry,520100
520210,52,2,Cotton: yarn waste (including thread waste),bulk dry,520210
520291,52,2,Cotton: garnetted stock waste,bulk dry,520291
520299,52,2,Cotton: waste other than garnetted stock and yarn (including thread) waste,bulk dry,520299
520300,52,3,Cotton: carded or combed,container,520300
520411,52,4,"Cotton: sewing thread, containing 85% or more by weight of cotton, not put up for retail sale",container,520411
520419,52,4,"Cotton: sewing thread, containing less than 85% by weight of cotton, not put up for retail sale",container,520419
520420,52,4,"Cotton: sewing thread, put up for retail sale",container,520420
520511,52,5,"Cotton yarn: (not sewing thread), single, of uncombed fibres, 85% or more by weight of cotton, measuring 714.29 decitex or more, (not exceeding 14 metric number), not for retail sale",container,520511
520512,52,5,"Cotton yarn: (not sewing thread), single, of uncombed fibres, 85% or more by weight of cotton, less than 714.29 but not less than 232.56 decitex (exceeding 14 but not exceeding 43 metric number), not for retail sale",container,520512
520513,52,5,"Cotton yarn: (not sewing thread), single, of uncombed fibres, 85% or more by weight of cotton, less than 232.56 but not less than 192.31 decitex (exceeding 43 but not exceeding 52 metric number), not for retail sale",container,520513
520514,52,5,"Cotton yarn: (not sewing thread), single, of uncombed fibres, 85% or more by weight of cotton, less than 192.31 but not less than 125 decitex (exceeding 52 but not exceeding 80 metric number), not for retail sale",container,520514
520515,52,5,"Cotton yarn: (not sewing thread), single, of uncombed fibres, 85% or more by weight of cotton, measuring less than 125 decitex (exceeding 80 metric number), not for retail sale",container,520515
520521,52,5,"Cotton yarn: (not sewing thread), single, of combed fibres, 85% or more by weight of cotton, measuring 714.29 decitex or more, (not exceeding 14 metric number), not for retail sale",container,520521
520522,52,5,"Cotton yarn: (not sewing thread), single, of combed fibres, 85% or more by weight of cotton, less than 714.29 but not less than 232.56 decitex (exceeding 14 but not exceeding 43 metric number), not for retail sale",container,520522
520523,52,5,"Cotton yarn: (not sewing thread), single, of combed fibres, 85% or more by weight of cotton, less than 232.56 but not less than 192.31 decitex (exceeding 43 but not exceeding 52 metric number), not for retail sale",container,520523
520524,52,5,"Cotton yarn: (not sewing thread), single, of combed fibres, 85% or more by weight of cotton, less than 192.31 but not less than 125 decitex (exceeding 52 but not exceeding 80 metric number), not for retail sale",container,520524
520526,52,5,"Cotton yarn: (not sewing thread), single, of combed fibres, 85% or more by weight of cotton, less than 125 but not less than 106.38 decitex (over 80 but not over 94 metric number), not for retail sale",container,520525
520527,52,5,"Cotton yarn: (not sewing thread), single, of combed fibres, 85% or more by weight of cotton, less than 106.38 but not less than 83.33 decitex (over 94 but not over 120 metric number), not for retail sale",container,520525
520528,52,5,"Cotton yarn: (not sewing thread), single, of combed fibres, 85% or more by weight of cotton, measuring less than 83.33 decitex (exceeding 120 metric number), not for retail sale",container,520525
520531,52,5,"Cotton yarn: (not sewing thread), multiple or cabled, of uncombed fibres, 85% or more by weight of cotton, 714.29 decitex or more (not exceeding 14 metric number) per single yarn, not for retail sale",container,520531
520532,52,5,"Cotton yarn: (not sewing thread), multiple or cabled, of uncombed fibres, 85% or more by weight of cotton, 714.28 to 232.56 decitex (15 to 43 metric number) per single yarn, not for retail sale",container,520532
520533,52,5,"Cotton yarn: (not sewing thread), multiple or cabled, of uncombed fibres, 85% or more by weight of cotton, 232.55 to 192.31 decitex (44 to 52 metric number) per single yarn, not for retail sale",container,520533
520534,52,5,"Cotton yarn: (not sewing thread), multiple or cabled, of uncombed fibres, 85% or more by weight of cotton, 192.30 to 125 decitex (53 to 80 metric number) per single yarn, not for retail sale",container,520534
520535,52,5,"Cotton yarn: (not sewing thread), multiple or cabled, of uncombed fibres, 85% or more by weight of cotton, less than 125 decitex (exceeding 80 metric number), per single yarn, not for retail sale",container,520535
520541,52,5,"Cotton yarn: (not sewing thread), multiple or cabled, of combed fibres, 85% or more by weight of cotton, 714.29 decitex or more (not exceeding 14 metric number) per single yarn, not for retail sale",container,520541
520542,52,5,"Cotton yarn: (not sewing thread), multiple or cabled, of combed fibres, 85% or more by weight of cotton, 714.28 to 232.56 decitex (15 to 43 metric number) per single yarn, not for retail sale",container,520542
520543,52,5,"Cotton yarn: (not sewing thread), multiple or cabled, of combed fibres, 85% or more by weight of cotton, 232.55 to 192.31 decitex (44 to 52 metric number) per single yarn, not for retail sale",container,520543
520544,52,5,"Cotton yarn: (not sewing thread), multiple or cabled, of combed fibres, 85% or more by weight of cotton, 192.30 to 125 decitex (53 to 80 metric number) per single yarn, not for retail sale",container,520544
520546,52,5,"Cotton yarn: (not sewing thread), multiple or cabled, of combed fibres, 85% or more by weight of cotton, 124 to 106.38 decitex (81 to 94 metric number) per single yarn, not for retail sale",container,520545
520547,52,5,"Cotton yarn: (not sewing thread), multiple or cabled, of combed fibres, 85% or more by weight of cotton, 106.37 to 83.33 decitex (95 to 120 metric number) per single yarn, not for retail sale",container,520545
520548,52,5,"Cotton yarn: (not sewing thread), multiple or cabled, of combed fibres, 85% or more by weight of cotton, less than 83.33 decitex (exceeding 120 metric number) per single yarn, not for retail sale",container,520545
520611,52,6,"Cotton yarn: (not sewing thread), single, of uncombed fibres, less than 85% by weight of cotton, measuring 714.29 decitex or more (not exceeding 14 metric number), not for retail sale",container,520611
520612,52,6,"Cotton yarn: (not sewing thread), single, of uncombed fibres, less than 85% by weight of cotton, less than 714.29 but not less than 232.56 decitex (exceeding 14 but not exceeding 43 metric number), not for retail sale",container,520612
520613,52,6,"Cotton yarn: (not sewing thread), single, of uncombed fibres, less than 85% by weight of cotton, less than 232.56 but not less than 192.31 decitex (exceeding 43 but not exceeding 52 metric number), not for retail sale",container,520613
520614,52,6,"Cotton yarn: (not sewing thread), single, of uncombed fibres, less than 85% by weight of cotton, less than 192.31 but not less than 125 decitex (exceeding 52 but not exceeding 80 metric number), not for retail sale",container,520614
520615,52,6,"Cotton yarn: (not sewing thread), single, of uncombed fibres, less than 85% by weight of cotton, measuring less than 125 decitex (exceeding 80 metric number), not for retail sale",container,520615
520621,52,6,"Cotton yarn: (not sewing thread), single, of combed fibres, less than 85% by weight of cotton, measuring 714.29 decitex or more, (not exceeding 14 metric number), not for retail sale",container,520621
520622,52,6,"Cotton yarn: (not sewing thread), single, of combed fibres, less than 85% by weight of cotton, less than 714.29 but not less than 232.56 decitex (exceeding 14 but not exceeding 43 metric number), not for retail sale",container,520622
520623,52,6,"Cotton yarn: (not sewing thread), single, of combed fibres, less than 85% by weight of cotton, less than 232.56 but not less than 192.31 decitex (exceeding 43 but not exceeding 52 metric number), not for retail sale",container,520623
520624,52,6,"Cotton yarn: (not sewing thread), single, of combed fibres, less than 85% by weight of cotton, less than 192.31 but not less than 125 decitex (exceeding 52 but not exceeding 80 metric number), not for retail sale",container,520624
520625,52,6,"Cotton yarn: (not sewing thread), single, of combed fibres, less than 85% by weight of cotton, measuring less than 125 decitex (exceeding 80 metric number), not for retail sale",container,520625
520631,52,6,"Cotton yarn: (not sewing thread), multiple or cabled, of uncombed fibres, less than 85% by weight of cotton, 714.29 decitex or more (not exceeding 14 metric number) per single yarn, not for retail sale",container,520631
520632,52,6,"Cotton yarn: (not sewing thread), multiple or cabled, of uncombed fibres, less than 85% by weight of cotton, 714.28 to 232.56 decitex (15 to 43 metric number) per single yarn, not for retail sale",container,520632
520633,52,6,"Cotton yarn: (not sewing thread), multiple or cabled, of uncombed fibres, less than 85% by weight of cotton, 232.55 to 192.31 decitex (44 to 52 metric number) per single yarn, not for retail sale",container,520633
520634,52,6,"Cotton yarn: (not sewing thread), multiple or cabled, of uncombed fibres, less than 85% by weight of cotton, 192.30 to 125 decitex (53 to 80 metric number) per single yarn, not for retail sale",container,520634
520635,52,6,"Cotton yarn: (not sewing thread), multiple or cabled, of uncombed fibres, less than 85% by weight of cotton, less than 125 decitex (exceeding 80 metric number) per single yarn, not for retail sale",container,520635
520641,52,6,"Cotton yarn: (not sewing thread), multiple or cabled, of combed fibres, less than 85% by weight of cotton, 714.29 decitex or more (not exceeding 14 metric number) per single yarn, not for retail sale",container,520641
520642,52,6,"Cotton yarn: (not sewing thread), multiple or cabled, of combed fibres, less than 85% by weight of cotton, 714.28 to 232.56 decitex (15 to 43 metric number) per single yarn, not for retail sale",container,520642
520643,52,6,"Cotton yarn: (not sewing thread), multiple or cabled, of combed fibres, less than 85% by weight of cotton, 232.55 to 192.31 decitex (44 to 52 metric number) per single yarn, not for retail sale",container,520643
520644,52,6,"Cotton yarn: (not sewing thread), multiple or cabled, of combed fibres, less than 85% by weight of cotton, 192.30 to 125 decitex (53 to 80 metric number) per single yarn, not for retail sale",container,520644
520645,52,6,"Cotton yarn: (not sewing thread), multiple or cabled, of combed fibres, less than 85% by weight of cotton, less than 125 decitex (exceeding 80 metric number) per single yarn, not for retail sale",container,520645
520710,52,7,"Cotton yarn: (not sewing thread), containing 85% or more by weight of cotton, put up for retail sale",container,520710
520790,52,7,"Cotton yarn: (not sewing thread), containing less than 85% by weight of cotton, put up for retail sale",container,520790
520811,52,8,"Fabrics, woven: containing 85% or more by weight of cotton, unbleached, plain weave, weighing not more than 100g/m2",container,520811
520812,52,8,"Fabrics, woven: containing 85% or more by weight of cotton, unbleached, plain weave, weighing more than 100g/m2 but not more than 200g/m2",container,520812
520813,52,8,"Fabrics, woven: containing 85% or more by weight of cotton, unbleached, 3-thread or 4-thread twill, including cross twill, weighing not more than 200g/m2",container,520813
520819,52,8,"Fabrics, woven: containing 85% or more by weight of cotton, unbleached, of weaves n.e.c. in item no. 5208.1, weighing not more than 200g/m2",container,520819
520821,52,8,"Fabrics, woven: containing 85% or more by weight of cotton, bleached, plain weave, weighing not more than 100g/m2",container,520821
520822,52,8,"Fabrics, woven: containing 85% or more by weight of cotton, bleached, plain weave, weighing more than 100g/m2 but not more than 200g/m2",container,520822
520823,52,8,"Fabrics, woven: containing 85% or more by weight of cotton, bleached, 3-thread or 4-thread twill, including cross twill, weighing not more than 200g/m2",container,520823
520829,52,8,"Fabrics, woven: containing 85% or more by weight of cotton, bleached, of weaves n.e.c. in item no. 5208.2, weighing not more than 200g/m2",container,520829
520831,52,8,"Fabrics, woven: containing 85% or more by weight of cotton, dyed, plain weave, weighing not more than 100g/m2",container,520831
520832,52,8,"Fabrics, woven: containing 85% or more by weight of cotton, dyed, plain weave, weighing more than 100g/m2 but not more than 200g/m2",container,520832
520833,52,8,"Fabrics, woven: containing 85% or more by weight of cotton, dyed, 3-thread or 4-thread twill, including cross twill, weighing not more than 200g/m2",container,520833
520839,52,8,"Fabrics, woven: containing 85% or more by weight of cotton, dyed, of weaves n.e.c. in item no. 5208.3 weighing not more than 200g/m2",container,520839
520841,52,8,"Fabrics, woven: containing 85% or more by weight of cotton, of yarns of different colours, plain weave, weighing not more than 100g/m2",container,520841
520842,52,8,"Fabrics, woven: containing 85% or more by weight of cotton, of yarns of different colours, weighing more than 100g/m2 but not more than 200g/m2",container,520842
520843,52,8,"Fabrics, woven: containing 85% or more by weight of cotton, of yarns of different colours, 3-thread or 4-thread twill, including cross twill, weighing not more than 200g/m2",container,520843
520849,52,8,"Fabrics, woven: containing 85% or more by weight of cotton, of yarns of different colours, of weaves n.e.c. in item no. 5208.4, weighing not more than 200g/m2",container,520849
520851,52,8,"Fabrics, woven: containing 85% or more by weight of cotton, printed, plain weave, weighing not more than 100g/m2",container,520851
520852,52,8,"Fabrics, woven: containing 85% or more by weight of cotton, printed, plain weave, weighing more than 100g/m2 but not more than 200g/m2",container,520852
520859,52,8,"Fabrics, woven: containing 85% or more by weight of cotton, printed, of weaves n.e.c. in item no. 5208.5, weighing not more than 200g/m2",container,520859
520911,52,9,"Fabrics, woven: containing 85% or more by weight of cotton, unbleached, plain weave, weighing more than 200g/m2",container,520911
520912,52,9,"Fabrics, woven: containing 85% or more by weight of cotton, unbleached, 3-thread or 4-thread twill, including cross twill, weighing more than 200g/m2",container,520912
520919,52,9,"Fabrics, woven: containing 85% or more by weight of cotton, unbleached, of weaves n.e.c. in item no. 5209.1, weighing more than 200g/m2",container,520919
520921,52,9,"Fabrics, woven: containing 85% or more by weight of cotton, bleached, plain weave, weighing more than 200g/m2",container,520921
520922,52,9,"Fabrics, woven: containing 85% or more by weight of cotton, bleached, 3-thread or 4-thread twill, including cross twill, weighing more than 200g/m2",container,520922
520929,52,9,"Fabrics, woven: containing 85% or more by weight of cotton, bleached, of weaves n.e.c. in item no. 5209.2, weighing more than 200g/m2",container,520929
520931,52,9,"Fabrics, woven: containing 85% or more by weight of cotton, dyed, plain weave, weighing more than 200g/m2",container,520931
520932,52,9,"Fabrics, woven: containing 85% or more by weight of cotton, dyed, 3-thread or 4-thread twill, including cross twill, weighing more than 200g/m2",container,520932
520939,52,9,"Fabrics, woven: containing 85% or more by weight of cotton, dyed, of weaves n.e.c. in item no. 5209.3, weighing more than 200g/m2",container,520939
520941,52,9,"Fabrics, woven: containing 85% or more by weight of cotton, of yarns of different colours, plain weave, weighing more than 200g/m2",container,520941
520942,52,9,"Fabrics, woven: containing 85% or more by weight of cotton, of yarns of different colours, weighing more than 200g/m2, denim",container,520942
520943,52,9,"Fabrics, woven: containing 85% or more by weight of cotton, of yarns of different colours, 3-thread or 4-thread twill, including cross twill, weighing more than 200g/m2",container,520943
520949,52,9,"Fabrics, woven: containing 85% or more by weight of cotton, of yarns of different colours, of weaves n.e.c. in item no. 5209.4, weighing more than 200g/m2",container,520949
520951,52,9,"Fabrics, woven: containing 85% or more by weight of cotton, printed, plain weave, weighing more than 200g/m2",container,520951
520952,52,9,"Fabrics, woven: containing 85% or more by weight of cotton, printed, 3-thread or 4-thread twill, including cross twill, weighing more than 200g/m2",container,520952
520959,52,9,"Fabrics, woven: containing 85% or more by weight of cotton, printed, of weaves n.e.c. in item no. 5209.5, weighing more than 200g/m2",container,520959
521011,52,10,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, unbleached, plain weave, weighing 200g/m2 or less",container,521011
521019,52,10,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, unbleached, of weaves n.e.c. in item no. 5210.1, weighing 200g/m2 or less",container,521019
521021,52,10,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, bleached, plain weave, weighing 200g/m2 or less",container,521021
521029,52,10,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing 200g/m2 or less, bleached, of weaves n.e.c. in item no. 5210.2",container,521029
521031,52,10,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing 200g/m2 or less, dyed, plain weave",container,521031
521032,52,10,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing 200g/m2 or less, dyed, 3-thread or 4-thread twill, including cross twill",container,521032
521039,52,10,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing 200g/m2 or less, dyed, of weaves n.e.c. in item no. 5210.3",container,521039
